username,anime_id,score
ixDako,23273,5.0
Thorfinn459,1726,7.0
CMRulZ,35857,8.0
KatieNeko06,11981,10.0
Rioyan,11757,5.0
Rizzles,19151,4.0
River-desu,16592,9.0
probreaux,53488,7.0
Thund3r789,38656,7.0
Fovexes71125,39534,10.0
Cakrawala,11741,10.0
Tiagosonics,45653,6.0
Fraetor,29101,7.0
Rior_Archnemias,16894,8.0
Monkiesto,40902,7.0
Cakethatisall,16434,7.0
Fr3liuw,28121,8.0
-Grrzl,2948,8.0
ashwinkumar005_,52446,8.0
-Kurara-,936,5.0
Katakiki,11061,10.0
FormalGirl,18897,4.0
FraNxxx,35073,7.0
princessleddit,14289,3.0
prismajane,23847,8.0
ixajii,38186,6.0
-Chelly-,12967,8.0
Rio-7,53879,6.0
Kasusu,6377,10.0
Cale5542,14967,6.0
FrancescoTheFrog,35714,6.0
MonstAR_,24687,8.0
Fox,35540,9.0
Foodening,36456,7.0
Kashish_Jani,2044,3.0
Mooni00,6547,8.0
Karobwe,1735,6.0
Rissenicus,431,6.0
potatostuff,4155,4.0
Rippuvan,2873,5.0
CaffeinatedRoman,16774,5.0
artonelico69,2961,7.0
-BL0SS0M-,2476,2.0
itoshi_kare,38000,7.0
artas152,37450,10.0
ppofu,12189,8.0
-Jakey-,13655,9.0
Moonxch1ld,39533,8.0
prowo,50631,8.0
Fort_Battler,25011,6.0
ivenusdoom,40056,5.0
Rion2,19111,6.0
FoxPerks,2594,8.0
powersonic19,14199,5.0
Monzue,42949,5.0
MonkishGorgon8,22429,7.0
Cajuzada,26055,9.0
Moonchiix,23283,9.0
Kashima12,31404,7.0
iwatch2muchanime,870,8.0
Karo_cchi,35760,9.0
Monkeyke,40716,9.0
CSRED,14741,10.0
Rizvi24,46569,8.0
itachisama313,13759,10.0
Fraffo_,9515,2.0
CLaNLoRrD,37475,7.0
Karo_cchi,2020,9.0
Cadenzavna,41468,6.0
Foxy_Psycho,59459,9.0
programmargorp,23673,2.0
isostar25,4999,6.0
KashKetchum,33254,5.0
RipEdwxnn,10620,8.0
-Aras,20785,3.0
ivm95,2246,8.0
Foooli,48661,6.0
primevalsoup,19315,5.0
MonstroDoOlhoSo,32268,10.0
-11,38329,8.0
TiffyIffy,4565,8.0
Moodiekiller,16011,8.0
FourthLion,393,7.0
CRXWLEY666,7054,9.0
pratstercs,7411,6.0
CUNAGOSSUS,40839,7.0
RiseFromToilet,41587,2.0
Rising_Tempest,41025,8.0
Moon_Sham,24765,6.0
Monstruox23,40974,7.0
Katsumi96,11499,5.0
KasumiN1x,52578,8.0
Foodperson,30296,7.0
Tiagovek,33573,7.0
CPlusPlus,523,8.0
-Arisa,54850,8.0
protostar98,22877,7.0
MonkeyDDave,37078,8.0
itsBits,13357,5.0
artubis,51693,8.0
iveseenstuff,55644,8.0
arne0,38572,2.0
Tiffie13,15117,7.0
MoooooooooMilk,6045,10.0
RitoDeviluke,4214,6.0
Katsuro-chan,5909,8.0
Thooka,37956,5.0
Karo_cchi,25567,2.0
prismheart,8557,7.0
Rixthul,50602,8.0
Kashish_Jani,121,9.0
FoolishEgg,1824,9.0
itsalerio,33486,8.0
-Grand_Grievous-,25183,8.0
-Ichihara-Yuuko-,10491,6.0
-Desu-,48414,8.0
Mooniouz,32,8.0
Ritsuchaaan,10800,10.0
Thrive2Mix,47162,8.0
Forw3n,20899,7.0
Moonus,10620,9.0
Katase-,47194,10.0
-Elliott-,8074,5.0
TiasheRaggs,2890,10.0
Karlie,972,9.0
Katadziina-chan,3702,10.0
CLAE_1278,38656,4.0
Riquixote,57616,8.0
Fonteees,50612,8.0
FourSeasonSage,416,7.0
RoKuRotAz,39093,9.0
Fonazo,23755,4.0
Karma_Bacardi,42249,9.0
Cajermo,40454,7.0
-Jaegers-,45576,7.0
pranav12392,34281,8.0
arphoe,40454,8.0
-Araragi-,2563,9.0
--NoOneCares--,30503,8.0
Forever_Dead,5114,10.0
Fr4m,37998,6.0
Foxna,10800,8.0
itarekahmed,11757,10.0
profsatjipto,11577,10.0
-Kurinto-,40904,7.0
Frank54,41084,8.0
Monjster,4181,9.0
RivalS,38883,9.0
RjtheGreat14,30276,9.0
Monou,527,9.0
Rmekude,54857,9.0
artikfoxa,42717,2.0
Riusnaan,12967,7.0
Rior_Archnemias,35376,9.0
MonkeyDHunter,38422,7.0
ash_has_no_cash,16498,10.0
Thorons,37976,8.0
Rnzboy,9776,6.0
-Fenris-,16011,8.0
iuliuscezar,31964,8.0
-Ecliptix-,11113,9.0
Karinyia,17341,5.0
Tijs1710,55644,9.0
Cacheir,48842,7.0
ivenusdoom,14653,7.0
princessmoira,60377,8.0
-Ifrit-,34561,5.0
Moonpenguins,1535,9.0
Tickles-BNana,39551,8.0
Moonlava,2001,7.0
ashsih99,38098,8.0
ThyToastedBread,23847,10.0
Tiakka,5231,7.0
--Aestuo--,4181,10.0
-Kiraide-,32175,8.0
Kat0Megumi,23321,8.0
prince_loomba,50583,5.0
Moonphantom,35639,5.0
Cafra,36407,1.0
itacha4ever,1195,8.0
-FUUJIN-,10049,7.0
MonkeyDLuffy123,31722,4.0
Fortijack,269,5.0
poyomon99,23423,3.0
RioLowell,42544,8.0
Riperjump,9617,10.0
FourSeasonSage,488,7.0
ashinkei,50348,7.0
RizzkyIsHere,58216,7.0
-Keiko-,26213,8.0
Fran_Law,18679,6.0
CaeluX,37520,7.0
Monstruox23,30654,9.0
-Hollowfication-,10033,7.0
itslinotlie,39026,4.0
Katoume,18897,10.0
itachi-uchiha007,10408,7.0
isshoniikitai,2994,8.0
RitzCo,10020,10.0
Moony,27957,6.0
-Fantasia-,4382,7.0
Fouton,38161,4.0
Thund3r789,9919,8.0
Kartik_Gusain6,47917,9.0
asianbearshow,1535,9.0
itsalwayssunny,40852,10.0
potion_seller_ye,41402,9.0
Tier3Simp,52991,10.0
Rippinite,7311,7.0
Ritten,32937,8.0
FoolishTaoist,41120,5.0
Monoxide12349,61871,4.0
FraN_cs,49721,8.0
Monochrome10,38826,8.0
-Aras,6171,5.0
Foxyclaws,41135,5.0
CROCODILER,40879,9.0
Fox-Paw,42826,4.0
ashuss,18897,8.0
Rkp_NS,14397,9.0
MoonPhos,853,6.0
ThorinPink,11577,9.0
CaFeSuaDaddy,34542,5.0
Caioviski_,40215,6.0
Katrinvond,25157,6.0
TiaanM777,47162,7.0
arjupg,120,7.0
ForcingARC,28907,8.0
isshoniikitai,530,8.0
KasukeLp,35178,6.0
Fraanovich,19815,5.0
Kartzw,36511,5.0
CLUB_ANIME,34034,2.0
Monix-sama,1568,7.0
CactusCalamity,949,8.0
FrancoZGZ,41226,8.0
-Guacamole-,14741,8.0
arnovego,52299,5.0
KatShortwick,25687,7.0
Monoriu,11759,8.0
FragileGlass,13203,6.0
RitsuTwisted,11285,5.0
CactusCalamity,19163,7.0
Rizu_Ogata,24873,7.0
Karma711,164,7.0
Karniale,34240,9.0
armedslave,31722,6.0
MonstarFN,34542,8.0
issei98141,7817,6.0
-Azurel-,6023,9.0
FraNxxx,48556,5.0
Rnh123,16011,6.0
--NoOneCares--,36882,6.0
TiffyIffy,36756,6.0
psthfn,36456,8.0
-Kurara-,15039,5.0
FraNcy2317,54857,9.0
CRYTRAX,8460,5.0
CXRBXRUS,50275,10.0
Karo_cchi,39783,8.0
prince_godara_00,48513,10.0
CaiqueMTO,5941,7.0
arthskuro,24543,4.0
CaioOkada,469,7.0
FouAlter,33475,8.0
KaseSenpai,8861,7.0
KatiaP666,4224,8.0
CaSV,36946,8.0
MonkeyDFlavio23,32686,7.0
its_ines,31478,9.0
isyasad,1575,7.0
CaPtAiNiCeCoLd,31181,8.0
KarpKoi,35639,8.0
Ritma,6205,10.0
Caerulcifer,50652,7.0
its_me_lmao,36884,6.0
Kashima12,51213,10.0
Tiakka,55644,9.0
CaldeCrack,44276,8.0
Katholic,530,7.0
MonocerosViatrix,15583,7.0
KarmaCat,30831,7.0
CKRpl,53439,6.0
-Dislike-,14353,8.0
CLAR-A,9055,8.0
CaSV,35249,8.0
ashtherobot,37349,7.0
itsthemilkyway,22043,8.0
ash101939,37510,9.0
Karinta,36286,7.0
ixDako,7817,4.0
ashtefo,34542,8.0
-Lucilfer-,53149,7.0
Kariyu7,1132,7.0
-Lofn-,33254,4.0
arkandi,174,5.0
Ritainix,5848,8.0
Foxmester38,58502,8.0
itikitty,10849,5.0
MonoText,37779,9.0
itsLain777,11597,8.0
-Cyrille,7054,10.0
Moon_spell,464,6.0
ismail,10110,4.0
ThunderRed99,15039,7.0
KatOtaku,31964,10.0
Monkeyke,41487,10.0
ThousandRJ,39585,8.0
ThunderB2,36699,8.0
pqrro,270,6.0
Fozhar,11741,10.0
-Hikawa-,50709,9.0
its_harshitda,35790,8.0
-Kirito,33360,10.0
Tiago_Soares,228,7.0
asahi22,2182,7.0
----shia,41402,7.0
MonkeDLuffy,242,7.0
-Lofn-,33506,3.0
Mont_,46095,9.0
arradheen,59571,10.0
Tiblaster,42203,9.0
Karumine,732,8.0
RitaMita,40005,10.0
Thunder5301,30831,7.0
-Cake-,40591,9.0
itaisinger,22319,8.0
Tigre96,160,7.0
Moonpenguins,8937,9.0
RizelSenpai,38302,7.0
princesskamila,30276,9.0
ppalganppanda,33421,8.0
Tigasferu,4224,6.0
RiverLilly,52985,7.0
-IsaqueSmile-,37747,1.0
Risteeen,41102,7.0
Thosetimis,11771,7.0
----shia,37141,6.0
ixajii,54790,8.0
issy_walker88,32281,10.0
TicolinoTicolas,51818,6.0
CNeto,48414,5.0
-LADD_RUSSO-,31043,8.0
ivekz,52034,7.0
Tiago_brandao,9756,10.0
CVMA,20,8.0
Cactieee,7711,8.0
armin_lp,21881,7.0
Forbiddensimp,52830,6.0
Cadis13,4059,4.0
MonkeyYeager,35760,10.0
prichilla,57192,8.0
princefa5,4760,6.0
itskyzer,33486,7.0
Kassie_M,41168,7.0
Foxofdeath,41487,8.0
Cabrisin,34599,10.0
Ritam_1,47164,8.0
issy_walker88,41168,6.0
asdvvasd,6880,2.0
Ritor,578,8.0
CYioReti,35860,7.0
Rito-kun,5530,8.0
KatieFrank,11077,6.0
arkamized,35363,9.0
Moon_Sham,33255,7.0
ThomasGremory,40320,5.0
-Desu-,41084,10.0
ForzaFerrari,39547,7.0
itsrj20,43690,7.0
Monoluxuria,55547,9.0
Monkey_D_Litty,11633,6.0
-Lobo-,42205,5.0
CafeManager,37033,9.0
prantzpatil,32105,10.0
C_mikhail,52990,4.0
princenublet,22145,7.0
MonsieurLeMoo,40852,7.0
-AC-,1482,10.0
prophetslit,8407,9.0
arvon2,18495,5.0
Kartein,14991,6.0
artfola,35838,7.0
Katie8026,28977,9.0
CPxSUBZEROx,8841,10.0
-Anna-,10589,9.0
RizeleaSerafall,7791,8.0
-Animewatcher-,4662,10.0
--ALEX--,34100,9.0
CaPtAiNiCeCoLd,38408,9.0
itsreihan,40497,7.0
iwantodai,11785,7.0
Thruddingsfly,524,7.0
itsjustraxa,37520,7.0
CTcommander,17873,6.0
Monkey648,33255,8.0
Tiamat42,10568,7.0
arizkykun,24655,5.0
Foorty,51179,6.0
Risinglit,169,10.0
MonkeBoy71,36106,8.0
itikitty,16868,5.0
-Chronos-,40496,4.0
Rinsland,34798,9.0
Kasunia,6372,7.0
Thunderbreak11,49909,8.0
Fonsu88,201,6.0
-Arima,34599,9.0
Fractyon,33302,5.0
Monix-sama,1690,6.0
KatrinaWeeb14,24833,9.0
MoonNymph,27899,6.0
arshagor190,49891,8.0
Tichoslapek,32190,5.0
RipTide,54857,10.0
Frabosco,47778,7.0
ismokesoysauce,14741,6.0
artemis_77,51680,7.0
itsukandy,51179,8.0
psycogundam,1637,6.0
-Alexa-,36862,6.0
Thrive2Mix,37576,6.0
Riru1,51367,9.0
Thukuna-Gojo,40748,8.0
MoonTurkey,35843,9.0
Rixiia,28999,8.0
KarlFellOffAnime,28851,8.0
FoolyCL,6547,8.0
FoxSin-Fen,9253,10.0
--NoOneCares--,40594,2.0
Thraggrotusk,24439,7.0
pryout,31240,8.0
MonkeyDKyle,891,6.0
powerpig,46569,8.0
praveen_neevarp,33352,10.0
FouteMakelaar,39535,8.0
Monky111,40586,4.0
-Darkbolt-,15879,6.0
Kashiragi,25157,8.0
KarmaTempest,4214,6.0
TikoMia,35678,6.0
armob,32930,9.0
pranavx_007,38408,10.0
Monzue,40974,8.0
asdfghjklin,19815,6.0
asheccen,39597,7.0
Franciel,10030,8.0
arkilag,34618,7.0
ivaneb,43523,7.0
-Kano-,16011,7.0
itsMErcy,53835,7.0
Thresandy,56228,8.0
ThunderbroAnime,16742,8.0
CVBuckets,33338,7.0
Ristarchik,42745,7.0
itikitty,36915,6.0
arphoe,10087,7.0
artist-retired,1731,7.0
itsukandy,12059,2.0
Tiga42,33929,7.0
armadillo7zO,15771,7.0
armtheque,852,8.0
ashlynww,40542,7.0
Foxy15,37510,10.0
ThomasioDeWeeb,30831,8.0
CadTD0156,41168,7.0
KatoWorks,58883,9.0
ashyvers,42310,9.0
France53,38671,10.0
Foziak,35507,9.0
ixDako,32409,1.0
Katsudon-kun,28,8.0
arshiorange,50602,7.0
-Droid-,387,7.0
Karolszx,37991,7.0
Francis_G,21995,9.0
pragadosinfernos,30484,5.0
KarmaxD,9919,6.0
Franciscan_Duck,6547,9.0
itsdreo,56461,5.0
-Kushii-,50380,7.0
arn26,21469,7.0
-Cody-,37430,10.0
itspro,52367,7.0
RiverboatRam,23273,10.0
pppatrik,60543,8.0
prouted,58920,7.0
Foxcoo,38710,7.0
itshananas,40748,9.0
MonstarFN,39587,8.0
itsmejudy,38000,9.0
MonoXchrom,8407,7.0
pris_sucks,48415,6.0
CaganStark,33028,7.0
ThousandRJ,6880,6.0
Moonpenguins,27655,7.0
istanblue,41457,8.0
RitsuOkumura,10213,6.0
Caju144,53050,9.0
Caeruleus_CCXVI,14349,7.0
arunbainz,15809,5.0
Cafer7,35994,8.0
Rjboy13,32182,8.0
RitzCo,5341,9.0
Caboose,710,6.0
Tigre_,52991,10.0
----shia,35629,4.0
Cadmium,31149,6.0
CSMPiano,32281,8.0
Thomas466,442,8.0
Thyst,53730,7.0
itoshi_kare,52578,8.0
--Shinobu--,10029,8.0
-Cake-,39164,8.0
RisottoNero1337,33352,8.0
arunbainz,39533,8.0
Foolishweeb,32281,7.0
Tigre96,345,6.0
Moodkiller,13055,7.0
Monkeyking908,536,9.0
prowtar,10721,5.0
artsysasaki,19369,7.0
Moonshadows,2904,10.0
-Ariaaa-,28069,6.0
iwasanee,21067,8.0
prince_loomba,33352,8.0
Risingrice,34012,8.0
-AlexandruS-,2593,7.0
RipTide,18897,9.0
MoonSun7u7,11285,7.0
RjtheGreat14,48239,7.0
Kasurname,44511,8.0
FonerBalear,28171,9.0
Monusha,23273,7.0
Monkeryz,50064,6.0
MooMoonFr,50549,10.0
Monke_D_Rip,39565,7.0
-Kurara-,11633,6.0
prabal04,16664,9.0
its_bunny_1536,38408,8.0
--NoOneCares--,53580,9.0
Tiago_Soares,28121,8.0
primo_do_futera,885,8.0
procop,41487,8.0
Fraikz,38101,9.0
MoonWulf97,9062,7.0
CKRpl,50184,6.0
Cabriti,48561,7.0
Thunder1227,41353,9.0
aseeon,50425,7.0
prototypeOEZ,19489,7.0
COLD_JAUM,60593,8.0
Ritsu-Kawaii,34966,7.0
MoonTan,34498,5.0
presentedtax,52962,9.0
Fopdoodle,28497,8.0
arstan,1535,10.0
-Akuro,4460,7.0
-Dakki-,32729,6.0
ivyeyy,339,10.0
Monteschizo,35788,7.0
Tiakka,34984,7.0
ivancho972,32729,5.0
Riselv,31646,8.0
ThomasGoodman,46569,7.0
itadakitontaro11,17895,9.0
Rion_666,58822,7.0
Moony-Denriatys,14741,4.0
ivan_90014,45576,9.0
RioluKusanagi,415,7.0
Katsureki,490,9.0
Foxxxxx,52299,6.0
RintoYYY,50803,6.0
itssVar0,502,7.0
Foms,3334,5.0
-Kano-,47161,5.0
princessleddit,6547,3.0
FraN_cs,32262,7.0
its_fariz,35712,7.0
pothekin,41467,9.0
prohibitedeyes,46431,7.0
MonstroDoOlhoSo,16742,10.0
itsmee,246,4.0
Rlylex,10863,8.0
pricodil,32182,9.0
-Gokuu,226,7.0
Foxx_03,33486,7.0
KasumiSh,31733,8.0
KatsuMMR,35180,9.0
KarmaTempest,42571,3.0
Moogy-Anime,1958,6.0
CalabreseMuzza,52034,7.0
ThySe77,38408,4.0
Monomatt0013,10080,8.0
Fran,11687,1.0
Caalm,38040,8.0
Fraikz,21033,6.0
Katoume,34480,10.0
proboo,35639,6.0
itskripesh,49590,9.0
Tiago_Vaz_007,36793,7.0
CakraFritz,40530,8.0
arshiA379,45556,8.0
Ritsuga3,37710,7.0
Fraffo_,41456,1.0
-Fuyuki_,459,8.0
iskandarsouza,35507,7.0
Riptos,9958,7.0
Monkey-D-Luffy97,24833,10.0
pri_arts_,34618,9.0
Rkyve,17265,7.0
Tibler,33106,6.0
FouleBazarD,47917,9.0
Thoompiemas,19815,9.0
FoxMayCry,14719,10.0
Moonalice,41226,4.0
Katarina1804,28851,7.0
-Cody-,34134,10.0
KatOtaku,61577,6.0
Karva1,36726,6.0
CYCL_Dusty,10271,7.0
as_kostek,38480,6.0
Rk003,1535,10.0
ivaxx,14289,8.0
Moodkiller,36043,7.0
artemawpn,33161,7.0
-Ichihara-Yuuko-,17513,7.0
itskindacl0udy,19815,7.0
Kashish2610,30694,8.0
KarmaSlyr,55973,10.0
Karol11na,52031,2.0
Kasugano,24655,8.0
MontSkul,58473,5.0
prince_loomba,14075,7.0
-Danmaku-,59689,4.0
aroaracil,20463,6.0
Fovez,570,6.0
TigreDoPi,40908,8.0
Caldo_KynoR,33674,8.0
Foodperson,9253,10.0
artar1337,37441,6.0
Katon967,6187,6.0
iwatch2muchanime,2087,8.0
FookinWeeb,25099,7.0
ivanflinn,42361,7.0
Forwards,11741,10.0
-Droid-,32615,8.0
-3002,33222,6.0
Katachidfoxy,48895,8.0
Foxata,6573,7.0
-Kiito,137,10.0
MooCow126,28755,5.0
arthur3644,61917,9.0
ForeverNotAlone,37982,9.0
Rizenrack,22043,3.0
-Agera-,24703,8.0
Caju144,38083,7.0
-BL0SS0M-,42385,7.0
Katsukineko,38883,7.0
Katoteshi,51815,8.0
Caden_Chu,6213,8.0
prodigy1807,18001,9.0
ThomeofReality,918,8.0
RipperAkkarin,35073,8.0
Calabre006,31174,6.0
Fradischen,28121,8.0
Cainmik,61322,10.0
ForgottenDays_13,22535,7.0
Forthelawlz,48583,7.0
proton0094,35082,8.0
ThudSoundEffect,43,8.0
Tiger19,40436,8.0
CORR_Kubs,31933,7.0
Katsura_017,38963,6.0
Rish141,49926,8.0
ThomeofReality,11499,9.0
itachi_re,33142,7.0
potatofan123,53439,6.0
Rivi_24,32935,10.0
Foquitoss,457,9.0
arpsa,179,5.0
Montie,4720,7.0
Rizhuki-san,39463,6.0
Tieddy,30240,8.0
asahinamafuyu,32281,8.0
pranav12392,20,9.0
FoxSin-Fen,54968,7.0
Monometheus,20787,8.0
Thzinh_,31240,4.0
Fox____,52299,9.0
RishJD,30016,6.0
Monster_nachos,37982,8.0
Rizenrack,22729,4.0
MonkishGorgon8,55791,9.0
FragileGlass,8841,5.0
Cakrawala,20899,10.0
Rishama,1195,7.0
Thomas_Atwood,11771,10.0
Kasderan,37450,8.0
itsukandy,38768,8.0
Fraiiz-Wanderer,199,8.0
Cakethatisall,23289,8.0
-MAZ1NO,30727,7.0
itskripesh,48405,5.0
ithaswhatitisnt,4214,8.0
Foreverhin,31859,9.0
Thrive2Mix,40587,8.0
Thunderlord01,934,7.0
ppelsa1432,35315,10.0
--Secretoben--,38778,7.0
Fotsuan,21881,6.0
-MYK-,31051,7.0
Katholic,25013,7.0
Rishi1207,853,9.0
CaioOkada,12365,9.0
Fr4m,5042,6.0
Katsuragi222,42072,3.0
armandomora,39523,7.0
psychosykes,40956,10.0
MonkeyDgladson,42203,7.0
Ritor,37105,9.0
-MAZ1NO,40761,7.0
MoonLuchan,8460,5.0
CageFreeSpy,38000,8.0
RiveTTo,43299,8.0
Rjpper,572,7.0
CQLLIST,21843,5.0
Katsuragi222,37475,7.0
-Juanjo,37105,8.0
Kartein,49438,8.0
Foxmester38,34240,9.0
CalCite3,59207,8.0
KasumiN1x,53148,5.0
Karma1100,9041,4.0
Risame,587,7.0
princessleddit,15061,5.0
Ristarchik,16444,6.0
Cake1111,52367,7.0
-Elegy-,49613,8.0
CMZeus,34933,8.0
Moony-Denriatys,55866,9.0
asdassss123,33674,10.0
Rixsu,51009,7.0
Moon_War,42249,9.0
-LightHand-,35946,6.0
--Jin--,41353,8.0
arya333,16706,9.0
Moon_flower27,4898,7.0
-Anna-,724,4.0
-Emiya-,7435,4.0
arodoetaniri,457,9.0
Foms,50099,8.0
Kast2,60254,7.0
itsankith,2963,10.0
MonjaElisa,14921,8.0
FpzZzZ,40591,9.0
-Araragi-,248,7.0
probreaux,39198,7.0
Calais_,51019,10.0
Moonyp,21995,6.0
ivvas,33929,6.0
Risely,51381,3.0
Katsuki,56062,6.0
Francisco_Avila,53613,8.0
asapkun,38408,7.0
MonsterOfLogic,2472,10.0
itsRaphael,48569,9.0
asdf1972,30654,6.0
Riverwave,59,10.0
asafsuf,11577,4.0
Tiago_Reis93,41226,8.0
Moonlight_Arc-V,6030,9.0
artemisthemp,42361,7.0
Ticafr,40746,5.0
KasoTeki206,22789,9.0
Katakiki,48561,6.0
Cabrian53,37991,10.0
Karmalvb,889,8.0
Moondusk,40595,6.0
MonsieurLune,41457,7.0
Foukalt,23289,7.0
-Carnifex,39783,8.0
Monsieur_,40748,9.0
isseixkoneko,34383,2.0
Thundji,37345,7.0
Rior_Archnemias,30363,9.0
-AinZ-,41353,8.0
itikitty,36596,5.0
primordial_noir_,11771,7.0
Riskeric,15809,7.0
Cale5Jubilife,40507,5.0
--Mister_Mario--,34382,10.0
arpia97,1033,8.0
Moonman616,25157,7.0
itachi-i,20583,8.0
arrarragi,33486,8.0
Katakiki,28025,7.0
ivekz,52446,5.0
CUNAGOSSUS,40028,9.0
CMacAkira7,53033,7.0
CTein,31580,7.0
ThomasGremory,34513,9.0
Moonscar,15689,9.0
Katiesomething,41168,9.0
iwsifakismag,5525,7.0
iwasanee,38668,8.0
Rizzadd10,20767,6.0
MoonNymph,34561,9.0
-BerserkArmor-,31553,6.0
primalnexus,21881,4.0
Cachoera,20785,6.0
Monofly,58510,6.0
itsdreo,33280,8.0
Tiago_KT,37430,8.0
ashuss,9756,8.0
ThundBlack002,31798,5.0
artemisdeplata,38249,7.0
Forbidd,32,9.0
ThunderRed99,44200,8.0
Forionsy,38101,8.0
iwashalfawake,339,7.0
proximacanal,39547,8.0
Cake_Sweet,16904,8.0
-Luhui,322,8.0
Risolarin,37430,9.0
Fountain_Of_Milk,36561,8.0
Karmelka,10568,10.0
-Aria-,37779,10.0
potatosalad1,32899,4.0
iwatch2muchanime,341,8.0
aseeon,8247,6.0
Moonlith,12115,8.0
Katsuna,51180,8.0
Riroshi,6956,8.0
Kasugano,6682,7.0
arrazolavguille,9776,5.0
asadxawan,39535,9.0
prohibitedeyes,3588,8.0
itsthemilkyway,34103,8.0
Monkeyking908,42282,8.0
Karurosu_ncz,3686,6.0
-Glin,34933,2.0
Rioton,21855,6.0
ivekz,30514,2.0
Kasra092,25781,10.0
ashinkei,38671,7.0
artemisthemp,35730,6.0
Kashifam,30276,10.0
artin_1702,46095,8.0
Rivi_24,37799,8.0
itsDVN,6702,6.0
-Akio-shin-,3848,8.0
Caioba42,21881,8.0
-EpicMan-,759,10.0
CaioOlive,39730,7.0
ForlornHope,31098,6.0
Fraisier,9539,7.0
Frank54,8753,7.0
CT_BINO,37435,6.0
Monzue,37528,5.0
its_el_bori,38524,8.0
asetrisk2,10218,4.0
FranBell1316,57334,9.0
FraNxxx,51367,8.0
Montazer-kun,28479,8.0
itz_darkcry,49596,8.0
Foundingweeb,30187,8.0
Kasugano,34383,7.0
TikTikPL,39326,6.0
princekc,39535,10.0
KatharinaDan,19815,9.0
MonstAR_,6425,5.0
Katsuki,6927,8.0
MonsterEnder,54103,7.0
Mooodyy,11843,8.0
ThymeSeyU,54846,7.0
FoolsOro,36946,10.0
KarmaExostylx,53126,7.0
ixiao8,44412,10.0
CPiva,25397,7.0
RitaTrindade12,33104,6.0
Folousho,1575,9.0
Katsuragi9,2759,8.0
MoonWulf97,14719,10.0
Katsuhira_Nai,8247,10.0
Moonieforlife95,371,8.0
Katsumi_Leaf,40004,8.0
Katil007,39535,8.0
Thrust,23233,4.0
CPiva,33255,8.0
Moonscar,5030,6.0
itchika,40496,7.0
Rita98,10620,10.0
prisuguimoto,34712,8.0
-Darkbolt-,24855,3.0
pratiksingh1594,22535,8.0
Katatsumuri-san,2246,8.0
prodigy1807,8086,7.0
itsdreo,38329,10.0
CagalloPerSequia,56562,9.0
ps2_superstar,416,8.0
prettyHearts,33255,7.0
pssp_16_2005,32182,7.0
Ristoki,55701,9.0
Risuperu,31478,3.0
-Asurayu-,20899,7.0
aryanbisht__,1535,10.0
Thomas_Atwood,37396,9.0
ForeverGolden,40841,9.0
MoonTan,16782,8.0
Katsura_K,5114,9.0
Foncess,40059,8.0
Calal-Chan,1699,5.0
Thunderking3,23321,7.0
Throttlee,977,7.0
Katakiki,1240,7.0
TiagoGomes,3783,4.0
artonelico69,32998,9.0
prodigy1807,52962,8.0
itoshi_kare,34902,7.0
Francisket,31478,7.0
-Crown-,16742,10.0
Throni,4158,1.0
Fractured-Image,25835,6.0
prateekchhikara,4921,8.0
ashuran9007,56838,5.0
Foreignex,35073,7.0
-Dice-,37450,7.0
princenublet,28805,8.0
iusededmemes,14837,9.0
Monou,24,9.0
Katsudon-kun,38883,9.0
Ririkkaa,43299,9.0
Rizzles,3328,4.0
itsdihere,416,7.0
Monkey_D_Alif_21,34209,2.0
itsanimel,39988,7.0
RiverLilly,41590,7.0
-Cody-,33206,9.0
CURSED_DEM0N,11771,8.0
RoKuRotAz,27411,9.0
Rio_Shuri,27899,10.0
Mongezuranyan,18139,8.0
Ritainix,31080,9.0
FraLeviz,30276,7.0
Rinxx,38480,6.0
Riot,30503,8.0
itsDVN,15315,7.0
-HonokaKousaka-,32997,4.0
Karmel,39534,7.0
----shia,3366,5.0
Moonlit_Lilium,32182,10.0
Rising_Tempest,38680,7.0
przemek123,11757,8.0
itsjustraxa,2034,8.0
Fonzin,53859,7.0
prohibitedeyes,54837,7.0
Monkey_gamer123,49387,6.0
itado,47161,6.0
Tigeren,34933,7.0
MonsterLiebert,27829,8.0
Foms,874,8.0
ThomasFukano,40852,10.0
asheccen,6151,6.0
FoxPerks,35997,4.0
FourSeasonSage,25835,8.0
itchydango,36563,7.0
Foodgoat,1088,8.0
arrow-123,11111,8.0
CafeAlpha,37341,7.0
asd-,52588,9.0
Cachoera,10719,6.0
ThundeRR-Sama,11741,7.0
Mooni00,31798,7.0
Karlstein,38936,7.0
Fonurb,48561,9.0
asdfignacio,40074,5.0
TigreDoPi,38000,8.0
itzjessx3,28171,10.0
arveii,47778,7.0
Riquetrom,50265,5.0
RisingAceTraine,58080,8.0
Montalpaca,40052,9.0
Rippinite,39017,6.0
CLfromHS,11757,8.0
Tiff_D,49413,9.0
RippleLover,33025,6.0
professorwho42,31240,2.0
RiroshiDtK,2602,8.0
pracyst24,30,8.0
-Darkbolt-,50916,6.0
FrajolaMonjiro,49889,8.0
Francisco_Avila,1685,7.0
--6,40839,7.0
princefa5,586,7.0
-Kano-,51462,7.0
MonkeeDan,55888,8.0
KatsuKaizo,13659,1.0
Katsumiii__,38186,9.0
isjusme,59205,9.0
RlDennis,35120,7.0
CLModerno,55888,7.0
Kashtanator,40028,9.0
